"feature"	"coef_AB"	"pval_AB"	"qval_AB"	"metadata"
"s__GGB4700_SGB6506|t__SGB6506"	NA	1	1	"diagnosis"
"s__GGB4706_SGB6513|t__SGB6513"	NA	1	1	"diagnosis"
"s__GGB4707_SGB6517|t__SGB6517"	NA	1	1	"diagnosis"
"s__GGB4708_SGB6518|t__SGB6518"	NA	1	1	"diagnosis"
"s__GGB4710_SGB6522|t__SGB6522"	NA	1	1	"diagnosis"
"s__GGB4711_SGB6524|t__SGB6524"	NA	1	1	"diagnosis"
"s__GGB47150_SGB65079|t__SGB65079"	NA	1	1	"diagnosis"
"s__GGB4716_SGB14929|t__SGB14929"	-0.889370373424426	1	1	"diagnosis"
"s__GGB4717_SGB6533|t__SGB6533"	NA	1	1	"diagnosis"
"s__GGB4723_SGB6540|t__SGB6540"	NA	1	1	"diagnosis"
"s__GGB4723_SGB6541|t__SGB6541"	NA	1	1	"diagnosis"
"s__GGB4727_SGB6548|t__SGB6548"	NA	1	1	"diagnosis"
"s__GGB4729_SGB6550|t__SGB6550"	NA	1	1	"diagnosis"
"s__GGB4745_SGB6570|t__SGB6570"	NA	1	1	"diagnosis"
"s__GGB4745_SGB6571|t__SGB6571"	NA	1	1	"diagnosis"
"s__GGB4750_SGB6579|t__SGB6579"	NA	1	1	"diagnosis"
"s__GGB4754_SGB6584|t__SGB6584"	NA	1	1	"diagnosis"
"s__GGB4768_SGB6601|t__SGB6601"	NA	1	1	"diagnosis"
"s__GGB47687_SGB2286|t__SGB2286"	NA	1	1	"diagnosis"
"s__GGB4769_SGB6602|t__SGB6602"	NA	1	1	"diagnosis"
"s__GGB4773_SGB6607|t__SGB6607"	NA	1	1	"diagnosis"
"s__GGB4774_SGB6609|t__SGB6609"	0.199801760479003	1	1	"diagnosis"
"s__GGB4802_SGB6641|t__SGB6641"	-0.0282493350970929	0.543014286779169	1	"diagnosis"
"s__GGB48159_SGB105302|t__SGB105302"	NA	1	1	"diagnosis"
"s__GGB48165_SGB66168|t__SGB66168"	NA	1	1	"diagnosis"
"s__GGB48326_SGB66357|t__SGB66357"	12.1615509455506	1	1	"diagnosis"
"s__GGB4897_SGB106351|t__SGB106351"	NA	1	1	"diagnosis"
"s__GGB49418_SGB69331|t__SGB69331"	NA	1	1	"diagnosis"
"s__GGB4964_SGB6927|t__SGB6927_group"	NA	1	1	"diagnosis"
"s__GGB50802_SGB106454|t__SGB106454"	NA	1	1	"diagnosis"
"s__GGB51139_SGB71360|t__SGB71360"	2.94103660564432	1	1	"diagnosis"
"s__GGB51269_SGB5061|t__SGB5061"	NA	1	1	"diagnosis"
"s__GGB51269_SGB5062|t__SGB5062"	NA	1	1	"diagnosis"
"s__GGB51420_SGB4586|t__SGB4586"	NA	1	1	"diagnosis"
"s__GGB51441_SGB71759|t__SGB71759"	NA	1	1	"diagnosis"
"s__GGB51510_SGB71883|t__SGB71883"	-1.49223645386852	5.48649352064358e-05	0.00151005183206636	"diagnosis"
"s__GGB51647_SGB4348|t__SGB4348"	3.57806212585057	0.000486635311372144	0.00840236984273244	"diagnosis"
"s__GGB51884_SGB49168|t__SGB49168"	NA	1	1	"diagnosis"
"s__GGB51959_SGB72479|t__SGB72479"	NA	1	1	"diagnosis"
"s__GGB52002_SGB72669|t__SGB72669"	NA	1	1	"diagnosis"
"s__GGB5201_SGB7260|t__SGB7260"	NA	1	1	"diagnosis"
"s__GGB52106_SGB72838|t__SGB72838"	NA	1	1	"diagnosis"
"s__GGB52130_SGB14966|t__SGB14966"	-1.02197356191992	0.000113358207305094	0.00259997221626684	"diagnosis"
"s__GGB52384_SGB61014|t__SGB61014"	NA	1	1	"diagnosis"
"s__GGB52930_SGB73859|t__SGB73859"	NA	1	1	"diagnosis"
"s__GGB53985_SGB6367|t__SGB6367"	NA	1	1	"diagnosis"
"s__GGB55957_SGB77276|t__SGB77276"	NA	1	1	"diagnosis"
"s__GGB57353_SGB58537|t__SGB58537"	NA	1	1	"diagnosis"
"s__GGB58071_SGB79702|t__SGB79702"	NA	1	1	"diagnosis"
"s__GGB58158_SGB79798|t__SGB79798"	-0.870640466832723	0.00254067408185284	0.035234619631277	"diagnosis"
"s__GGB58233_SGB79883|t__SGB79883"	NA	1	1	"diagnosis"
"s__GGB58485_SGB80143|t__SGB80143"	NA	1	1	"diagnosis"
"s__GGB58714_SGB5072|t__SGB5072"	NA	1	1	"diagnosis"
"s__GGB5973_SGB4591|t__SGB4591"	NA	1	1	"diagnosis"
"s__GGB5973_SGB8589|t__SGB8589"	NA	1	1	"diagnosis"
"s__GGB59744_SGB2275|t__SGB2275"	NA	1	1	"diagnosis"
"s__GGB5980_SGB8599|t__SGB8599"	NA	1	1	"diagnosis"
"s__GGB5997_SGB8620|t__SGB8620"	NA	1	1	"diagnosis"
"s__GGB6001_SGB8624|t__SGB8624"	NA	1	1	"diagnosis"
"s__GGB6002_SGB24096|t__SGB24096"	NA	1	1	"diagnosis"
"s__GGB6002_SGB8625|t__SGB8625"	NA	1	1	"diagnosis"
"s__GGB6006_SGB8630|t__SGB8630"	NA	1	1	"diagnosis"
"s__GGB6007_SGB8634|t__SGB8634"	NA	1	1	"diagnosis"
"s__GGB6012_SGB8640|t__SGB8640"	NA	1	1	"diagnosis"
"s__GGB6019_SGB8651|t__SGB8651"	NA	1	1	"diagnosis"
"s__GGB6020_SGB14985|t__SGB14985_group"	NA	1	1	"diagnosis"
"s__GGB6123_SGB8767|t__SGB8767"	NA	1	1	"diagnosis"
"s__GGB6132_SGB8779|t__SGB8779"	NA	1	1	"diagnosis"
"s__GGB6470_SGB9153|t__SGB9153"	NA	1	1	"diagnosis"
"s__GGB6512_SGB9197|t__SGB9197"	NA	1	1	"diagnosis"
"s__GGB6512_SGB9198|t__SGB9198"	NA	1	1	"diagnosis"
"s__GGB6513_SGB9199|t__SGB9199"	NA	1	1	"diagnosis"
"s__GGB6518_SGB9205|t__SGB9205"	NA	1	1	"diagnosis"
"s__GGB6544_SGB9242|t__SGB9242"	NA	1	1	"diagnosis"
"s__GGB6544_SGB9243|t__SGB9243"	NA	1	1	"diagnosis"
"s__GGB6567_SGB9277|t__SGB9277"	NA	1	1	"diagnosis"
"s__GGB6568_SGB9279|t__SGB9279"	NA	1	1	"diagnosis"
"s__GGB6569_SGB9281|t__SGB9281"	NA	1	1	"diagnosis"
"s__GGB6572_SGB9284|t__SGB9284"	NA	1	1	"diagnosis"
"s__GGB6572_SGB9285|t__SGB9285"	NA	1	1	"diagnosis"
"s__GGB6573_SGB9287|t__SGB9287"	NA	1	1	"diagnosis"
"s__GGB6574_SGB9290|t__SGB9290"	NA	1	1	"diagnosis"
"s__GGB6601_SGB9333|t__SGB9333"	2.04957182703518	0.0107379015590681	0.123936167026922	"diagnosis"
"s__GGB6608_SGB9342|t__SGB9342"	NA	1	1	"diagnosis"
"s__GGB6609_SGB9343|t__SGB9343"	NA	1	1	"diagnosis"
"s__GGB6610_SGB9344|t__SGB9344"	NA	1	1	"diagnosis"
"s__GGB6612_SGB9346|t__SGB9346"	0.576319270044279	0.0489703546383415	0.453536001391982	"diagnosis"
"s__GGB6624_SGB9359|t__SGB9359"	NA	1	1	"diagnosis"
"s__GGB71580_SGB98325|t__SGB98325"	NA	1	1	"diagnosis"
"s__GGB74403_SGB53807|t__SGB53807"	NA	1	1	"diagnosis"
"s__GGB74463_SGB54347|t__SGB54347"	NA	1	1	"diagnosis"
"s__GGB74510_SGB47635|t__SGB47635"	NA	1	1	"diagnosis"
"s__GGB74708_SGB54312|t__SGB54312"	NA	1	1	"diagnosis"
"s__GGB74802_SGB47402|t__SGB47402"	NA	1	1	"diagnosis"
"s__GGB74827_SGB4137|t__SGB4137"	NA	1	1	"diagnosis"
"s__GGB75036_SGB102224|t__SGB102224"	NA	1	1	"diagnosis"
"s__GGB763_SGB1002|t__SGB1002"	NA	1	1	"diagnosis"
"s__GGB77016_SGB104875|t__SGB104875"	NA	1	1	"diagnosis"
"s__GGB77437_SGB9391|t__SGB9391"	NA	1	1	"diagnosis"
"s__GGB781_SGB1024|t__SGB1024"	NA	1	1	"diagnosis"
"s__GGB78706_SGB106379|t__SGB106379"	NA	1	1	"diagnosis"
"s__GGB79097_SGB105802|t__SGB105802"	NA	1	1	"diagnosis"
"s__GGB79118_SGB105839|t__SGB105839"	NA	1	1	"diagnosis"
"s__GGB79395_SGB105947|t__SGB105947"	NA	1	1	"diagnosis"
"s__GGB79420_SGB105987|t__SGB105987"	NA	1	1	"diagnosis"
"s__GGB79616_SGB4923|t__SGB4923"	NA	1	1	"diagnosis"
"s__GGB79630_SGB13983|t__SGB13983"	NA	1	1	"diagnosis"
"s__GGB79634_SGB101324|t__SGB101324"	NA	1	1	"diagnosis"
"s__GGB79634_SGB5832|t__SGB5832"	NA	1	1	"diagnosis"
"s__GGB79648_SGB4350|t__SGB4350"	NA	1	1	"diagnosis"
"s__GGB79652_SGB15211|t__SGB15211"	0.0923401930476382	0.613078174199325	1	"diagnosis"
"s__GGB79653_SGB4228|t__SGB4228"	NA	1	1	"diagnosis"
"s__GGB79678_SGB4833|t__SGB4833"	NA	1	1	"diagnosis"
"s__GGB79734_SGB15291|t__SGB15291"	1.30595020369553	9.46464997888877e-06	0.00036026082579217	"diagnosis"
"s__GGB79741_SGB1950|t__SGB1950"	NA	1	1	"diagnosis"
"s__GGB79751_SGB6028|t__SGB6028_group"	5.04054372246561	6.16769054268992e-05	0.00162264682071651	"diagnosis"
"s__GGB79770_SGB15022|t__SGB15022"	NA	1	1	"diagnosis"
"s__GGB79828_SGB14190|t__SGB14190"	NA	1	1	"diagnosis"
"s__GGB79845_SGB14005|t__SGB14005"	NA	1	1	"diagnosis"
"s__GGB79890_SGB14770|t__SGB14770"	NA	1	1	"diagnosis"
"s__GGB79908_SGB47660|t__SGB47660"	NA	1	1	"diagnosis"
"s__GGB79912_SGB4550|t__SGB4550"	NA	1	1	"diagnosis"
"s__GGB79916_SGB4587|t__SGB4587"	NA	1	1	"diagnosis"
"s__GGB79920_SGB4920|t__SGB4920"	NA	1	1	"diagnosis"
"s__GGB79930_SGB6334|t__SGB6334"	NA	1	1	"diagnosis"
"s__GGB79973_SGB14341|t__SGB14341"	NA	1	1	"diagnosis"
"s__GGB79973_SGB14342|t__SGB14342"	NA	1	1	"diagnosis"
"s__GGB79981_SGB14222|t__SGB14222"	NA	1	1	"diagnosis"
"s__GGB79996_SGB14375|t__SGB14375"	NA	1	1	"diagnosis"
"s__GGB79996_SGB6411|t__SGB6411"	NA	1	1	"diagnosis"
"s__GGB79998_SGB48024|t__SGB48024"	1.45531749794018	0.000712741526730825	0.0114873386605536	"diagnosis"
"s__GGB80000_SGB58382|t__SGB58382"	NA	1	1	"diagnosis"
"s__GGB80003_SGB14846|t__SGB14846"	-0.866845782544662	1	1	"diagnosis"
"s__GGB80011_SGB15265|t__SGB15265"	0.291823326062607	0.0439745506987391	0.420697706952109	"diagnosis"
"s__GGB80011_SGB15267|t__SGB15267"	-1.09759675112373	0.0210989380274209	0.218184971855815	"diagnosis"
"s__GGB80055_SGB4053|t__SGB4053"	NA	1	1	"diagnosis"
"s__GGB80073_SGB9385|t__SGB9385"	NA	1	1	"diagnosis"
"s__GGB80093_SGB1810|t__SGB1810"	0.119708434429818	0.141925376615689	1	"diagnosis"
"s__GGB80108_SGB59650|t__SGB59650"	NA	1	1	"diagnosis"
"s__GGB80140_SGB15224|t__SGB15224"	-2.01796169542083	0.00160262575050798	0.0235007989152359	"diagnosis"
"s__GGB80142_SGB14021|t__SGB14021"	NA	1	1	"diagnosis"
"s__GGB8965_SGB13825|t__SGB13825"	NA	1	1	"diagnosis"
"s__GGB9046_SGB13948|t__SGB13948"	NA	1	1	"diagnosis"
"s__GGB9048_SGB13952|t__SGB13952"	NA	1	1	"diagnosis"
"s__GGB9058_SGB13975|t__SGB13975"	NA	1	1	"diagnosis"
"s__GGB9059_SGB13976|t__SGB13976"	NA	1	1	"diagnosis"
"s__GGB9060_SGB13977|t__SGB13977"	NA	1	1	"diagnosis"
"s__GGB9061_SGB13979|t__SGB13979"	0.398836189684854	0.0842389702020955	0.712364314937057	"diagnosis"
"s__GGB9062_SGB13981|t__SGB13981"	1.01736753089803	7.43792380197805e-05	0.00188230739889172	"diagnosis"
"s__GGB9063_SGB13982|t__SGB13982"	-0.711925004419352	7.42975455092552e-07	5.10925854209321e-05	"diagnosis"
"s__GGB9065_SGB13984|t__SGB13984"	NA	1	1	"diagnosis"
"s__GGB9071_SGB13990|t__SGB13990"	NA	1	1	"diagnosis"
"s__GGB9072_SGB13992|t__SGB13992"	NA	1	1	"diagnosis"
"s__GGB9075_SGB13997|t__SGB13997"	NA	1	1	"diagnosis"
"s__GGB9082_SGB14007|t__SGB14007"	NA	1	1	"diagnosis"
"s__GGB9085_SGB14013|t__SGB14013"	NA	1	1	"diagnosis"
"s__GGB9086_SGB14014|t__SGB14014"	NA	1	1	"diagnosis"
"s__GGB9090_SGB14019|t__SGB14019"	NA	1	1	"diagnosis"
"s__GGB9091_SGB106149|t__SGB106149"	NA	1	1	"diagnosis"
"s__GGB9091_SGB14020|t__SGB14020"	NA	1	1	"diagnosis"
"s__GGB9092_SGB14022|t__SGB14022"	NA	1	1	"diagnosis"
"s__GGB9093_SGB14024|t__SGB14024"	NA	1	1	"diagnosis"
"s__GGB9094_SGB14025|t__SGB14025"	NA	1	1	"diagnosis"
"s__GGB9095_SGB14026|t__SGB14026"	NA	1	1	"diagnosis"
"s__GGB9101_SGB14033|t__SGB14033"	NA	1	1	"diagnosis"
"s__GGB9106_SGB54309|t__SGB54309"	NA	1	1	"diagnosis"
"s__GGB9106_SGB6578|t__SGB6578"	NA	1	1	"diagnosis"
"s__GGB9109_SGB14042|t__SGB14042"	NA	1	1	"diagnosis"
"s__GGB9110_SGB14043|t__SGB14043"	NA	1	1	"diagnosis"
"s__GGB9111_SGB14044|t__SGB14044"	NA	1	1	"diagnosis"
"s__GGB9112_SGB14045|t__SGB14045"	NA	1	1	"diagnosis"
"s__GGB9115_SGB14048|t__SGB14048"	NA	1	1	"diagnosis"
"s__GGB9117_SGB14050|t__SGB14050"	NA	1	1	"diagnosis"
"s__GGB9176_SGB14114|t__SGB14114"	NA	1	1	"diagnosis"
"s__GGB9184_SGB14123|t__SGB14123"	NA	1	1	"diagnosis"
"s__GGB9185_SGB14124|t__SGB14124"	NA	1	1	"diagnosis"
"s__GGB9186_SGB14125|t__SGB14125"	2.44115390999024	1	1	"diagnosis"
"s__GGB9189_SGB14128|t__SGB14128"	NA	1	1	"diagnosis"
"s__GGB9197_SGB14136|t__SGB14136"	NA	1	1	"diagnosis"
"s__GGB9200_SGB14139|t__SGB14139"	NA	1	1	"diagnosis"
"s__GGB9209_SGB14148|t__SGB14148"	NA	1	1	"diagnosis"
"s__GGB9210_SGB14149|t__SGB14149"	NA	1	1	"diagnosis"
"s__GGB9210_SGB14150|t__SGB14150"	NA	1	1	"diagnosis"
"s__GGB9211_SGB14151|t__SGB14151"	NA	1	1	"diagnosis"
"s__GGB9237_SGB14179|t__SGB14179"	NA	1	1	"diagnosis"
"s__GGB9239_SGB14181|t__SGB14181"	NA	1	1	"diagnosis"
"s__GGB9240_SGB14182|t__SGB14182"	NA	1	1	"diagnosis"
"s__GGB9249_SGB14193|t__SGB14193"	NA	1	1	"diagnosis"
"s__GGB9253_SGB14199|t__SGB14199"	NA	1	1	"diagnosis"
"s__GGB9256_SGB14202|t__SGB14202"	NA	1	1	"diagnosis"
"s__GGB9258_SGB14205|t__SGB14205"	NA	1	1	"diagnosis"
"s__GGB9261_SGB14209|t__SGB14209"	NA	1	1	"diagnosis"
"s__GGB9262_SGB14210|t__SGB14210"	NA	1	1	"diagnosis"
"s__GGB9266_SGB14215|t__SGB14215"	NA	1	1	"diagnosis"
"s__GGB9267_SGB14218|t__SGB14218"	NA	1	1	"diagnosis"
"s__GGB9288_SGB14243|t__SGB14243"	NA	1	1	"diagnosis"
"s__GGB9290_SGB14247|t__SGB14247"	NA	1	1	"diagnosis"
"s__GGB9291_SGB14248|t__SGB14248"	NA	1	1	"diagnosis"
"s__GGB9293_SGB14250|t__SGB14250"	NA	1	1	"diagnosis"
"s__GGB9296_SGB14253|t__SGB14253"	NA	1	1	"diagnosis"
"s__GGB9299_SGB14259|t__SGB14259"	NA	1	1	"diagnosis"
"s__GGB9299_SGB14260|t__SGB14260"	NA	1	1	"diagnosis"
"s__GGB9302_SGB14263|t__SGB14263"	NA	1	1	"diagnosis"
"s__GGB9342_SGB14306|t__SGB14306"	NA	1	1	"diagnosis"
"s__GGB9343_SGB14307|t__SGB14307"	NA	1	1	"diagnosis"
"s__GGB9345_SGB14311|t__SGB14311"	NA	1	1	"diagnosis"
"s__GGB9348_SGB14315|t__SGB14315"	NA	1	1	"diagnosis"
"s__GGB9350_SGB14317|t__SGB14317"	NA	1	1	"diagnosis"
"s__GGB9359_SGB14334|t__SGB14334"	NA	1	1	"diagnosis"
"s__GGB9361_SGB14336|t__SGB14336"	NA	1	1	"diagnosis"
"s__GGB9364_SGB14339|t__SGB14339"	NA	1	1	"diagnosis"
"s__GGB9380_SGB72486|t__SGB72486"	NA	1	1	"diagnosis"
"s__GGB9383_SGB4695|t__SGB4695"	NA	1	1	"diagnosis"
"s__GGB9400_SGB14745|t__SGB14745"	NA	1	1	"diagnosis"
"s__GGB9400_SGB63083|t__SGB63083"	NA	1	1	"diagnosis"
"s__GGB9411_SGB14764|t__SGB14764_group"	NA	1	1	"diagnosis"
"s__GGB9414_SGB14778|t__SGB14778"	NA	1	1	"diagnosis"
"s__GGB9424_SGB14794|t__SGB14794"	NA	1	1	"diagnosis"
"s__GGB9444_SGB14834|t__SGB14834"	NA	1	1	"diagnosis"
"s__GGB9445_SGB14835|t__SGB14835"	NA	1	1	"diagnosis"
"s__GGB9452_SGB14843|t__SGB14843"	NA	1	1	"diagnosis"
"s__GGB9453_SGB14844|t__SGB14844"	-3.42392314415565	3.43476047541636e-10	2.85428086156108e-07	"diagnosis"
"s__GGB9453_SGB14845|t__SGB14845"	-1.96508186672965	7.56048404676908e-05	0.00188230739889172	"diagnosis"
"s__GGB9457_SGB14849|t__SGB14849"	1.62936371847531	0.0194558320370041	0.20236327624535	"diagnosis"
"s__GGB9463_SGB14855|t__SGB14855"	NA	1	1	"diagnosis"
"s__GGB9469_SGB14862|t__SGB14862"	NA	1	1	"diagnosis"
"s__GGB9469_SGB14863|t__SGB14863"	-1.64707222556766	1	1	"diagnosis"
"s__GGB9474_SGB14868|t__SGB14868"	NA	1	1	"diagnosis"
"s__GGB9480_SGB14873|t__SGB14873"	NA	1	1	"diagnosis"
"s__GGB9480_SGB14874|t__SGB14874"	-0.420269506081666	0.0337773445577979	0.332020161614838	"diagnosis"
"s__GGB9480_SGB14875|t__SGB14875"	NA	1	1	"diagnosis"
"s__GGB9495_SGB14892|t__SGB14892"	NA	1	1	"diagnosis"
"s__GGB9499_SGB72735|t__SGB72735"	NA	1	1	"diagnosis"
"s__GGB9501_SGB14898|t__SGB14898"	NA	1	1	"diagnosis"
"s__GGB9508_SGB14905|t__SGB14905"	NA	1	1	"diagnosis"
"s__GGB9512_SGB14909|t__SGB14909"	0.689900684761122	0.000350250941460331	0.00652707223200555	"diagnosis"
"s__GGB9513_SGB14911|t__SGB14911"	NA	1	1	"diagnosis"
"s__GGB9522_SGB14921|t__SGB14921"	NA	1	1	"diagnosis"
"s__GGB9523_SGB14922|t__SGB14922"	NA	1	1	"diagnosis"
"s__GGB9524_SGB14923|t__SGB14923"	NA	1	1	"diagnosis"
"s__GGB9524_SGB14924|t__SGB14924"	1.57526518873977	0.000116082020334036	0.00262094726226424	"diagnosis"
"s__GGB9525_SGB14925|t__SGB14925"	NA	1	1	"diagnosis"
"s__GGB9529_SGB53518|t__SGB53518"	NA	1	1	"diagnosis"
"s__GGB9531_SGB14932|t__SGB14932"	-0.445540947540827	0.021380027221359	0.219821084477076	"diagnosis"
"s__GGB9532_SGB14933|t__SGB14933"	NA	1	1	"diagnosis"
"s__GGB9533_SGB14936|t__SGB14936"	NA	1	1	"diagnosis"
"s__GGB9534_SGB14937|t__SGB14937"	0.442305545456212	0.0250399057682594	0.253086957171843	"diagnosis"
"s__GGB9536_SGB14939|t__SGB14939"	NA	1	1	"diagnosis"
"s__GGB9537_SGB14940|t__SGB14940"	NA	1	1	"diagnosis"
"s__GGB9540_SGB14943|t__SGB14943"	NA	1	1	"diagnosis"
"s__GGB9542_SGB14948|t__SGB14948"	NA	1	1	"diagnosis"
"s__GGB9545_SGB14951|t__SGB14951"	NA	1	1	"diagnosis"
"s__GGB9545_SGB14952|t__SGB14952"	NA	1	1	"diagnosis"
"s__GGB9551_SGB14958|t__SGB14958"	NA	1	1	"diagnosis"
"s__GGB9559_SGB14968|t__SGB14968"	NA	1	1	"diagnosis"
"s__GGB9559_SGB14969|t__SGB14969"	NA	1	1	"diagnosis"
"s__GGB9561_SGB14972|t__SGB14972"	NA	1	1	"diagnosis"
"s__GGB9568_SGB14980|t__SGB14980"	NA	1	1	"diagnosis"
"s__GGB9575_SGB14988|t__SGB14988"	NA	1	1	"diagnosis"
"s__GGB9580_SGB14996|t__SGB14996"	NA	1	1	"diagnosis"
"s__GGB9580_SGB14998|t__SGB14998"	NA	1	1	"diagnosis"
"s__GGB9581_SGB4365|t__SGB4365"	NA	1	1	"diagnosis"
"s__GGB9581_SGB79823|t__SGB79823"	NA	1	1	"diagnosis"
"s__GGB9582_SGB4865|t__SGB4865"	NA	1	1	"diagnosis"
"s__GGB9583_SGB15004|t__SGB15004"	NA	1	1	"diagnosis"
"s__GGB9593_SGB15015|t__SGB15015"	NA	1	1	"diagnosis"
"s__GGB9595_SGB15018|t__SGB15018"	NA	1	1	"diagnosis"
"s__GGB9602_SGB15028|t__SGB15028"	NA	1	1	"diagnosis"
"s__GGB9602_SGB15031|t__SGB15031"	-0.915804582937878	0.000168108776307446	0.00341757500925023	"diagnosis"
"s__GGB9606_SGB15038|t__SGB15038"	NA	1	1	"diagnosis"
"s__GGB9608_SGB15041|t__SGB15041"	NA	1	1	"diagnosis"
"s__GGB9611_SGB15045|t__SGB15045"	NA	1	1	"diagnosis"
"s__GGB9613_SGB15048|t__SGB15048"	NA	1	1	"diagnosis"
"s__GGB9614_SGB15049|t__SGB15049"	-1.41369666711092	2.50309843325669e-07	2.03547413504374e-05	"diagnosis"
"s__GGB9616_SGB15051|t__SGB15051"	NA	1	1	"diagnosis"
"s__GGB9616_SGB15052|t__SGB15052"	NA	1	1	"diagnosis"
"s__GGB9616_SGB15062|t__SGB15062"	NA	1	1	"diagnosis"
"s__GGB9618_SGB15064|t__SGB15064"	NA	1	1	"diagnosis"
"s__GGB9618_SGB15065|t__SGB15065"	NA	1	1	"diagnosis"
"s__GGB9619_SGB15066|t__SGB15066"	-0.32839417372094	0.0308877517322125	0.30529385551894	"diagnosis"
"s__GGB9619_SGB15067|t__SGB15067"	0.690278705431136	4.92902708452153e-05	0.00142555153649454	"diagnosis"
"s__GGB9620_SGB15068|t__SGB15068"	NA	1	1	"diagnosis"
"s__GGB9621_SGB15073|t__SGB15073"	-0.582932182309923	0.0455874355521755	0.426994357082942	"diagnosis"
"s__GGB9623_SGB15075|t__SGB15075"	NA	1	1	"diagnosis"
"s__GGB9627_SGB15081|t__SGB15081"	NA	1	1	"diagnosis"
"s__GGB9630_SGB15084|t__SGB15084"	NA	1	1	"diagnosis"
"s__GGB9634_SGB15093|t__SGB15093"	NA	1	1	"diagnosis"
"s__GGB9634_SGB15097|t__SGB15097"	NA	1	1	"diagnosis"
"s__GGB9635_SGB15103|t__SGB15103"	NA	1	1	"diagnosis"
"s__GGB9635_SGB15106|t__SGB15106"	NA	1	1	"diagnosis"
"s__GGB9636_SGB15107|t__SGB15107"	NA	1	1	"diagnosis"
"s__GGB9637_SGB15111|t__SGB15111"	NA	1	1	"diagnosis"
"s__GGB9640_SGB15115|t__SGB15115"	NA	1	1	"diagnosis"
"s__GGB9641_SGB15117|t__SGB15117"	NA	1	1	"diagnosis"
"s__GGB9642_SGB15119|t__SGB15119"	NA	1	1	"diagnosis"
"s__GGB9646_SGB15123|t__SGB15123"	0.386203266598658	0.0766842248733415	0.664980689318839	"diagnosis"
"s__GGB9661_SGB15148|t__SGB15148"	NA	1	1	"diagnosis"
"s__GGB9661_SGB15150|t__SGB15150"	NA	1	1	"diagnosis"
"s__GGB9668_SGB15165|t__SGB15165"	NA	1	1	"diagnosis"
"s__GGB9677_SGB15179|t__SGB15179"	NA	1	1	"diagnosis"
"s__GGB9677_SGB15180|t__SGB15180"	NA	1	1	"diagnosis"
"s__GGB9677_SGB53522|t__SGB53522"	NA	1	1	"diagnosis"
"s__GGB9687_SGB14016|t__SGB14016"	NA	1	1	"diagnosis"
"s__GGB9690_SGB15195|t__SGB15195"	NA	1	1	"diagnosis"
"s__GGB9691_SGB15198|t__SGB15198"	NA	1	1	"diagnosis"
"s__GGB9694_SGB15204|t__SGB15204"	-1.11521388281181	0.0234112318032219	0.237969850545249	"diagnosis"
"s__GGB9694_SGB15207|t__SGB15207"	NA	1	1	"diagnosis"
"s__GGB9695_SGB15209|t__SGB15209"	2.95867553976221	0.000163127611214145	0.00338946795097947	"diagnosis"
"s__GGB9696_SGB15212|t__SGB15212"	NA	1	1	"diagnosis"
"s__GGB9697_SGB15213|t__SGB15213"	NA	1	1	"diagnosis"
"s__GGB9699_SGB15216|t__SGB15216"	-0.0684165730497081	0.768386231507263	1	"diagnosis"
"s__GGB9707_SGB15229|t__SGB15229"	-0.643456726863418	0.00130898423914505	0.0196787630573991	"diagnosis"
"s__GGB9708_SGB15233|t__SGB15233"	NA	1	1	"diagnosis"
"s__GGB9708_SGB15234|t__SGB15234"	-0.536189489768754	0.000866516884325023	0.0137126225763454	"diagnosis"
"s__GGB9708_SGB15235|t__SGB15235"	NA	1	1	"diagnosis"
"s__GGB9712_SGB15244|t__SGB15244"	NA	1	1	"diagnosis"
"s__GGB9713_SGB15249|t__SGB15249"	-0.473413457268802	0.0496809743516135	0.455791092897623	"diagnosis"
"s__GGB9716_SGB15269|t__SGB15269"	NA	1	1	"diagnosis"
"s__GGB9719_SGB15272|t__SGB15272"	-0.0809086210898266	0.565207610293479	1	"diagnosis"
"s__GGB9719_SGB15273|t__SGB15273"	-3.29609541015232	1	1	"diagnosis"
"s__GGB9719_SGB53514|t__SGB53514"	NA	1	1	"diagnosis"
"s__GGB9721_SGB15275|t__SGB15275"	NA	1	1	"diagnosis"
"s__GGB9724_SGB15278|t__SGB15278"	NA	1	1	"diagnosis"
"s__GGB9734_SGB15304|t__SGB15304"	NA	1	1	"diagnosis"
"s__GGB9737_SGB15309|t__SGB15309_group"	NA	1	1	"diagnosis"
"s__GGB9739_SGB15313|t__SGB15313"	NA	1	1	"diagnosis"
"s__GGB9743_SGB15349|t__SGB15349"	NA	1	1	"diagnosis"
"s__GGB9747_SGB15355|t__SGB15355"	NA	1	1	"diagnosis"
"s__GGB9747_SGB15356|t__SGB15356"	NA	1	1	"diagnosis"
"s__GGB9758_SGB15368|t__SGB15368"	0.515121983088345	0.0639800831705271	0.561080239176828	"diagnosis"
"s__GGB9759_SGB15370|t__SGB15370"	NA	1	1	"diagnosis"
"s__GGB9760_SGB15373|t__SGB15373"	-0.128589330034611	0.475321264039649	1	"diagnosis"
"s__GGB9760_SGB15374|t__SGB15374"	0.00107602772994056	0.995438847618091	1	"diagnosis"
"s__GGB9765_SGB15382|t__SGB15382"	NA	1	1	"diagnosis"
"s__GGB9766_SGB15383|t__SGB15383"	NA	1	1	"diagnosis"
"s__GGB9767_SGB15385|t__SGB15385"	NA	1	1	"diagnosis"
