"feature"	"coef_CR"	"pval_CR"	"qval_CR"	"metadata"
"s__GGB9452_SGB14843.t__SGB14843"	0.0167601021155442	0.523312317019346	0.751710565338512	"diagnosis"
"s__Candidatus_Allobutyricicoccus_pentlandensis.t__SGB14180"	0.0286993192104254	0.463915857248852	0.751710565338512	"diagnosis"
"s__Eubacterium_SGB4961.t__SGB4961"	0.0178622324731387	0.490833107489618	0.751710565338512	"diagnosis"
"s__GGB3341_SGB4420.t__SGB4420"	0.138990645661482	0.476979956389148	0.751710565338512	"diagnosis"
"s__Aggregatibacter_segnis.t__SGB9737_group"	0.104340964174589	0.585054754317879	0.771774356759755	"diagnosis"
"s__Fusobacterium_nucleatum.t__SGB6001"	0.0151069065791506	0.561614227209353	0.751710565338512	"diagnosis"
"s__Fusobacterium_nucleatum.t__SGB6011"	0.0167601021155425	0.523312317019389	0.751710565338512	"diagnosis"
"s__Fusobacterium_nucleatum.t__SGB6007"	0.0387571395322202	0.579253049867487	0.76775107322104	"diagnosis"
"s__Blautia_wexlerae.t__SGB4831"	-0.0660371906907011	0.622336826746532	0.792215675354733	"diagnosis"
"s__Collinsella_stercoris.t__SGB14740"	0.0583388981126035	0.678532747963935	0.82578249370529	"diagnosis"
"s__Candidatus_Pseudoscilispira_faecavium.t__SGB63239"	0.0521387283114484	0.37414418532876	0.751710565338512	"diagnosis"
"s__Eubacterium_sp_AF22_9.t__SGB5083"	0.0165396760440234	0.52909865956852	0.751710565338512	"diagnosis"
"s__Ruminococcus_callidus.t__SGB4422"	-0.546626789401753	0.384308166947759	0.751710565338512	"diagnosis"
"s__Enterocloster_SGB14313.t__SGB14313"	-0.111428487456158	0.728999351357011	0.842255284382727	"diagnosis"
"s__Candidatus_Gallimonas_merdigallinarum.t__SGB59507"	0.0165396760440217	0.529098659568562	0.751710565338512	"diagnosis"
"s__GGB9293_SGB14250.t__SGB14250"	0.0547895071330265	0.638591432300299	0.798226179640817	"diagnosis"
"s__GGB9101_SGB14033.t__SGB14033"	0.0165396760440234	0.52909865956852	0.751710565338512	"diagnosis"
"s__GGB3755_SGB5104.t__SGB5104"	0.0165396760440191	0.529098659568628	0.751710565338512	"diagnosis"
"s__GGB3585_SGB4803.t__SGB4803"	0.0165396760440257	0.529098659568463	0.751710565338512	"diagnosis"
"s__GGB36267_SGB14177.t__SGB14177"	0.444659906566244	0.267684998053445	0.751710565338512	"diagnosis"
"s__GGB80093_SGB1810.t__SGB1810"	-0.146294200272129	0.584307749104985	0.771701121894868	"diagnosis"
"s__Enterococcus_faecium.t__SGB7967"	0.0173662738122177	0.506215061012693	0.751710565338512	"diagnosis"
"s__Ligilactobacillus_salivarius.t__SGB7082"	0.0178622324731395	0.490833107489597	0.751710565338512	"diagnosis"
"s__GGB3680_SGB4994.t__SGB4994"	0.0173662738122206	0.506215061012623	0.751710565338512	"diagnosis"
"s__Prevotella_disiens.t__SGB1559"	-0.213705801743698	0.421646520845143	0.751710565338512	"diagnosis"
"s__Solibaculum_mannosilyticum.t__SGB7259"	-0.0826666440361206	0.323576456724038	0.751710565338512	"diagnosis"
"s__Peptoniphilus_harei.t__SGB6697"	0.0168703151512969	0.520335184448278	0.751710565338512	"diagnosis"
"s__GGB1420_SGB1957.t__SGB1957"	0.0154375456864255	0.554863235230916	0.751710565338512	"diagnosis"
"s__GGB9059_SGB13976.t__SGB13976"	0.0156028652400661	0.551322075365971	0.751710565338512	"diagnosis"
"s__Blautia_luti.t__SGB4829"	-0.148054989193457	0.459716938119482	0.751710565338512	"diagnosis"
"s__Peptostreptococcus_stomatis.t__SGB748"	2.15499090677369e-15	0.551486222451224	0.751710565338512	"diagnosis"
"s__Dysosmobacter_sp_Marseille_Q4140.t__SGB53706"	0.0170907412228183	0.514208277648962	0.751710565338512	"diagnosis"
"s__GGB9818_SGB15459.t__SGB15459"	0.0180826585446574	0.483559072191056	0.751710565338512	"diagnosis"
"s__GGB9085_SGB14013.t__SGB14013"	0.017090741222818	0.514208277648969	0.751710565338512	"diagnosis"
"s__GGB33512_SGB15203.t__SGB15203"	0.122205138444535	0.454444582202958	0.751710565338512	"diagnosis"
"s__Bacteroidales_bacterium.t__SGB1961"	-0.0744015609819491	0.746692588626266	0.842577278975645	"diagnosis"
"s__GGB3486_SGB4658.t__SGB4658"	0.156617791441574	0.591209402892685	0.775311038341054	"diagnosis"
"s__GGB3593_SGB4817.t__SGB4817"	0.0169254216691785	0.518825224462866	0.751710565338512	"diagnosis"
"s__Cutibacterium_acnes.t__SGB16955"	0.0093929959816774	0.711823909701955	0.842255284382727	"diagnosis"
"s__Blautia_sp_Marseille_P3087.t__SGB4813"	0.0897751905144897	0.433322156965475	0.751710565338512	"diagnosis"
"s__Eubacteriaceae_bacterium_Marseille_Q4139.t__SGB4718"	0.0157130782758266	0.548899292251127	0.751710565338512	"diagnosis"
"s__Clostridium_saudiense.t__SGB6178"	-0.0538759405897796	0.559487686944393	0.751710565338512	"diagnosis"
"s__GGB6006_SGB8630.t__SGB8630"	-0.041362647013318	0.350910490434496	0.751710565338512	"diagnosis"
"s__Lachnospiraceae_bacterium.t__SGB4782"	-0.0489893062538976	0.705889652291358	0.841637662347388	"diagnosis"
"s__Ruminococcus_sp_NSJ_13.t__SGB4553_group"	-0.0288325727860457	0.452352401345233	0.751710565338512	"diagnosis"
"s__GGB3304_SGB4367.t__SGB4367"	-0.684990100088517	0.432968829180264	0.751710565338512	"diagnosis"
"s__GGB3142_SGB4155.t__SGB4155"	0.0682929038519657	0.615833780385112	0.792215675354733	"diagnosis"
"s__Flavonifractor_sp_An100.t__SGB15160"	0.00999916767835349	0.69279703655242	0.831205176869045	"diagnosis"
"s__Prevotella_copri_clade_B.t__SGB1613"	0.300185016960733	0.274035867085785	0.751710565338512	"diagnosis"
"s__Campylobacter_SGB19337.t__SGB19337"	0.0161539304188598	0.538703184355976	0.751710565338512	"diagnosis"
"s__GGB9495_SGB14892.t__SGB14892"	-0.231435045575252	0.324842407534804	0.751710565338512	"diagnosis"
"s__GGB4605_SGB6378.t__SGB6378"	0.0170907412228223	0.514208277648864	0.751710565338512	"diagnosis"
"s__Blautia_faecicola.t__SGB4867"	0.098662773705867	0.458663703919776	0.751710565338512	"diagnosis"
"s__GGB5997_SGB8620.t__SGB8620"	0.25888080710555	0.369427357578998	0.751710565338512	"diagnosis"
"s__GGB6123_SGB8767.t__SGB8767"	0.057976104011907	0.688366655833832	0.828713255566944	"diagnosis"
"s__Parabacteroides_sp_TM07_1AC.t__SGB1939"	-0.224383798923579	0.361537587857213	0.751710565338512	"diagnosis"
"s__GGB28319_SGB40892.t__SGB40892"	0.0180826585446528	0.483559072191166	0.751710565338512	"diagnosis"
"s__Cloacibacillus_porcorum.t__SGB15507"	0.0180826585446525	0.483559072191174	0.751710565338512	"diagnosis"
"s__Oxalobacter_formigenes.t__SGB9387"	-0.0662183107998294	0.295682828122685	0.751710565338512	"diagnosis"
"s__Megasphaera_hominis.t__SGB5851"	0.0180826585446548	0.483559072191118	0.751710565338512	"diagnosis"
"s__GGB4237_SGB5728.t__SGB5728"	-0.203621612721479	0.511970933421858	0.751710565338512	"diagnosis"
"s__Candidatus_Catenibacterium_tridentinum.t__SGB6783"	0.42665114796272	0.497391858533685	0.751710565338512	"diagnosis"
"s__Prevotella_copri_clade_M.t__SGB20113"	0.0180826585446519	0.483559072191188	0.751710565338512	"diagnosis"
"s__Prevotella_copri_clade_H.t__SGB1612"	0.0180826585446542	0.483559072191134	0.751710565338512	"diagnosis"
"s__GGB15850_SGB5785.t__SGB5785"	0.0167049955976595	0.524779725474014	0.751710565338512	"diagnosis"
"s__GGB9176_SGB14114.t__SGB14114"	0.111351621372739	0.665904502471551	0.816067787892008	"diagnosis"
"s__GGB9747_SGB15356.t__SGB15356"	-0.0680512038724867	0.542189458008942	0.751710565338512	"diagnosis"
"s__GGB9634_SGB15093.t__SGB15093"	-0.107250893593725	0.5372487289702	0.751710565338512	"diagnosis"
"s__GGB9348_SGB14315.t__SGB14315"	0.01709074122282	0.51420827764892	0.751710565338512	"diagnosis"
"s__GGB9211_SGB14151.t__SGB14151"	0.0156028652400624	0.551322075366066	0.751710565338512	"diagnosis"
"s__GGB9239_SGB14181.t__SGB14181"	0.0167049955976583	0.524779725474043	0.751710565338512	"diagnosis"
"s__GGB3619_SGB4894.t__SGB4894"	-0.357023212958268	0.275681100489977	0.751710565338512	"diagnosis"
"s__Candidatus_Gallimonas_merdae.t__SGB54319"	0.0167049955976623	0.524779725473944	0.751710565338512	"diagnosis"
"s__GGB3677_SGB4990.t__SGB4990"	0.0156028652400678	0.551322075365928	0.751710565338512	"diagnosis"
"s__GGB3627_SGB4906.t__SGB4906"	0.191742496339959	0.475501729760772	0.751710565338512	"diagnosis"
"s__GGB4585_SGB4995.t__SGB4995"	0.016760102115539	0.523312317019474	0.751710565338512	"diagnosis"
"s__Eikenella_corrodens.t__SGB9434_group"	0.0847489982263437	0.556006207073239	0.751710565338512	"diagnosis"
"s__Streptococcus_vestibularis.t__SGB8003"	0.10250862702333	0.458723812995973	0.751710565338512	"diagnosis"
"s__GGB3123_SGB4135.t__SGB4135"	0.01709074122282	0.51420827764892	0.751710565338512	"diagnosis"
"s__GGB3321_SGB4394.t__SGB4394"	0.1884937826808	0.335324688389381	0.751710565338512	"diagnosis"
"s__Prevotella_marseillensis.t__SGB1588"	0.0086766112492408	0.732734672745647	0.842255284382727	"diagnosis"
"s__Veillonella_seminalis.t__SGB6923"	0.0172009542585792	0.511056439199798	0.751710565338512	"diagnosis"
"s__Klebsiella_michiganensis.t__SGB10119"	0.0989724655708189	0.719947976423744	0.842255284382727	"diagnosis"
"s__Enterococcus_faecalis.t__SGB7962"	0.0917740975108992	0.433271353905747	0.751710565338512	"diagnosis"
"s__Sutterella_seckii.t__SGB9297"	0.100431365361008	0.479172636015204	0.751710565338512	"diagnosis"
"s__GGB6020_SGB14985.t__SGB14985_group"	0.0322427551024487	0.566100442753077	0.755703461856978	"diagnosis"
"s__GGB3637_SGB4930.t__SGB4930"	0.0165947825619053	0.52767278949579	0.751710565338512	"diagnosis"
"s__GGB9630_SGB15084.t__SGB15084"	0.0666687341017315	0.38526279066524	0.751710565338512	"diagnosis"
"s__Clostridium_massiliamazoniense.t__SGB29082"	0.0165947825619024	0.527672789495861	0.751710565338512	"diagnosis"
"s__Clostridium_methylpentosum.t__SGB14962"	0.0155477587221877	0.552514821676967	0.751710565338512	"diagnosis"
"s__Haemophilus_parahaemolyticus.t__SGB9632"	0.0156028652400653	0.551322075365994	0.751710565338512	"diagnosis"
"s__GGB9522_SGB14921.t__SGB14921"	0.0167049955976575	0.524779725474064	0.751710565338512	"diagnosis"
"s__Porphyromonas_SGB1977.t__SGB1977"	0.0153824391685461	0.556018977091378	0.751710565338512	"diagnosis"
"s__Clostridiaceae_unclassified_SGB4747.t__SGB4747"	0.0156579717579445	0.550116914086632	0.751710565338512	"diagnosis"
"s__GGB4754_SGB6584.t__SGB6584"	0.0165396760440224	0.529098659568545	0.751710565338512	"diagnosis"
"s__Faecalicoccus_SGB6321.t__SGB6321"	0.0165396760440183	0.529098659568647	0.751710565338512	"diagnosis"
"s__Anaerofilum_sp_An201.t__SGB15276"	0.0165396760440197	0.529098659568611	0.751710565338512	"diagnosis"
"s__Candidatus_Gallimonas_faecium.t__SGB54320"	0.0165396760440185	0.529098659568642	0.751710565338512	"diagnosis"
"s__Lachnoclostridium_sp_An14.t__SGB4729"	0.0162090369367465	0.537370824987816	0.751710565338512	"diagnosis"
"s__Merdimonas_faecis.t__SGB4626"	0.235581971674843	0.490076562364649	0.751710565338512	"diagnosis"
"s__Candidatus_Aristotella_avistercoris.t__SGB63343"	0.0556749312779229	0.732598025929989	0.842255284382727	"diagnosis"
"s__GGB71580_SGB98325.t__SGB98325"	0.0156028652400661	0.551322075365971	0.751710565338512	"diagnosis"
"s__Clostridiaceae_bacterium_NSJ_31.t__SGB14839"	0.117056441058194	0.468098890550839	0.751710565338512	"diagnosis"
"s__GGB4964_SGB6927.t__SGB6927_group"	0.0167601021155433	0.523312317019368	0.751710565338512	"diagnosis"
"s__Arthrospira_platensis.t__SGB13412"	0.016760102115543	0.523312317019375	0.751710565338512	"diagnosis"
"s__Enterobacter_cancerogenus.t__SGB10128"	0.0167601021155382	0.523312317019495	0.751710565338512	"diagnosis"
"s__Streptococcus_oralis.t__SGB8130"	0.016760102115541	0.523312317019425	0.751710565338512	"diagnosis"
"s__Kosakonia_cowanii.t__SGB10050"	0.0167601021155453	0.523312317019318	0.751710565338512	"diagnosis"
"s__GGB3266_SGB4315.t__SGB4315"	0.0167601021155399	0.523312317019453	0.751710565338512	"diagnosis"
"s__Lactobacillus_amylovorus.t__SGB7050"	0.0156579717579448	0.550116914086625	0.751710565338512	"diagnosis"
"s__GGB79890_SGB14770.t__SGB14770"	-0.0247178032668173	0.516837297410034	0.751710565338512	"diagnosis"
"s__Mediterraneibacter_SGB4598.t__SGB4598"	0.0392692376774066	0.396496220044787	0.751710565338512	"diagnosis"
"s__GGB4239_SGB5731.t__SGB5731"	0.0327751890395809	0.397477056361398	0.751710565338512	"diagnosis"
"s__GGB9661_SGB15148.t__SGB15148"	0.0162090369367436	0.537370824987888	0.751710565338512	"diagnosis"
"s__Streptococcus_mitis.t__SGB8180_group"	0.0156028652400658	0.551322075365979	0.751710565338512	"diagnosis"
"s__Veillonella_tobetsuensis.t__SGB6935"	0.0292506139683817	0.548231655014722	0.751710565338512	"diagnosis"
"s__Granulicatella_SGB8255.t__SGB8255_group"	0.00823575910619644	0.744897818714831	0.842255284382727	"diagnosis"
"s__GGB79930_SGB6334.t__SGB6334"	0.0167049955976569	0.524779725474078	0.751710565338512	"diagnosis"
"s__Clostridium_sp_OM07_10AC.t__SGB4655"	0.0156028652400624	0.551322075366066	0.751710565338512	"diagnosis"
"s__GGB79648_SGB4350.t__SGB4350"	0.0156028652400693	0.551322075365892	0.751710565338512	"diagnosis"
"s__GGB4266_SGB5809.t__SGB5809"	0.0178622324731375	0.490833107489646	0.751710565338512	"diagnosis"
"s__Haemophilus_parainfluenzae.t__SGB9657"	0.00845618517771721	0.738876951069769	0.842255284382727	"diagnosis"
"s__GGB9580_SGB14996.t__SGB14996"	0.00845618517771891	0.738876951069718	0.842255284382727	"diagnosis"
"s__GGB4727_SGB6548.t__SGB6548"	0.0170907412228213	0.514208277648889	0.751710565338512	"diagnosis"
"s__GGB6002_SGB8625.t__SGB8625"	0.0170907412228197	0.514208277648927	0.751710565338512	"diagnosis"
"s__Candidatus_Methanomassiliicoccus_intestinalis.t__SGB363"	0.0170907412228187	0.514208277648952	0.751710565338512	"diagnosis"
"s__GGB79996_SGB6411.t__SGB6411"	0.0170907412228226	0.514208277648857	0.751710565338512	"diagnosis"
"s__GGB9090_SGB14019.t__SGB14019"	0.017090741222818	0.514208277648969	0.751710565338512	"diagnosis"
"s__Oscillospiraceae_unclassified_SGB15256.t__SGB15256"	-0.106779494536627	0.531250167029351	0.751710565338512	"diagnosis"
"s__GGB9111_SGB14044.t__SGB14044"	0.0170907412228162	0.514208277649012	0.751710565338512	"diagnosis"
"s__GGB45537_SGB63217.t__SGB63217"	0.0170907412228228	0.51420827764885	0.751710565338512	"diagnosis"
"s__Pseudoglutamicibacter_SGB14255.t__SGB14255"	0.0170907412228183	0.514208277648962	0.751710565338512	"diagnosis"
"s__GGB39037_SGB4393.t__SGB4393"	0.0170907412228265	0.514208277648758	0.751710565338512	"diagnosis"
"s__Megasphaera_micronuciformis.t__SGB5868"	0.222024237477279	0.474787055985586	0.751710565338512	"diagnosis"
"s__Leuconostoc_lactis.t__SGB7121_group"	0.00851129169560279	0.737353096984638	0.842255284382727	"diagnosis"
"s__Candidatus_Alloscillospira_gallinarum.t__SGB59576"	0.0162090369367442	0.537370824987873	0.751710565338512	"diagnosis"
"s__Coprococcus_sp_AF21_14LB.t__SGB25437"	0.0634931880327495	0.452634486308932	0.751710565338512	"diagnosis"
"s__GGB79118_SGB105839.t__SGB105839"	0.0154375456864275	0.554863235230866	0.751710565338512	"diagnosis"
"s__GGB27377_SGB13972.t__SGB13972"	0.0154926522043059	0.553695195307359	0.751710565338512	"diagnosis"
"s__GGB9790_SGB15413.t__SGB15413"	0.0156028652400658	0.551322075365979	0.751710565338512	"diagnosis"
"s__GGB3524_SGB4704.t__SGB4704"	0.0173111672943361	0.507844199640487	0.751710565338512	"diagnosis"
"s__Erysipelatoclostridium_sp_An15.t__SGB6746"	0.00845618517771922	0.738876951069709	0.842255284382727	"diagnosis"
"s__Lacticaseibacillus_paracasei.t__SGB7142"	0.00823575910619736	0.744897818714805	0.842255284382727	"diagnosis"
"s__GGB3532_SGB4720.t__SGB4720"	0.0167049955976623	0.524779725473944	0.751710565338512	"diagnosis"
"s__GGB9813_SGB15447.t__SGB15447"	-3.16065332993473e-15	0.564545594869851	0.754530399850005	"diagnosis"
"s__Enterobacter_roggenkampii.t__SGB10139"	0.0156028652400592	0.551322075366148	0.751710565338512	"diagnosis"
"s__Streptococcus_australis.t__SGB8059_group"	0.00867661124923622	0.732734672745783	0.842255284382727	"diagnosis"
"s__GGB9414_SGB14778.t__SGB14778"	0.0168703151513015	0.520335184448165	0.751710565338512	"diagnosis"
"s__GGB4546_SGB6267.t__SGB6267"	0.100003730084001	0.481074545301971	0.751710565338512	"diagnosis"
"s__GGB59744_SGB2275.t__SGB2275"	0.175696069696761	0.408204629366884	0.751710565338512	"diagnosis"
"s__GGB4769_SGB6602.t__SGB6602"	-0.15048181793038	0.466352460102679	0.751710565338512	"diagnosis"
"s__GGB79981_SGB14222.t__SGB14222"	0.0156028652400618	0.551322075366081	0.751710565338512	"diagnosis"
"s__GGB9302_SGB14263.t__SGB14263"	0.0156028652400647	0.551322075366008	0.751710565338512	"diagnosis"
"s__GGB77437_SGB9391.t__SGB9391"	-0.0812021614689149	0.586151317103195	0.771840476773918	"diagnosis"
"s__GGB9636_SGB15107.t__SGB15107"	-0.0221177160638626	0.59437042264074	0.776298174941139	"diagnosis"
"s__GGB9697_SGB15213.t__SGB15213"	0.0419149034224044	0.409534561021207	0.751710565338512	"diagnosis"
"s__GGB4578_SGB6328.t__SGB6328"	0.0156028652400681	0.55132207536592	0.751710565338512	"diagnosis"
"s__GGB27782_SGB40196.t__SGB40196"	0.0156028652400638	0.551322075366029	0.751710565338512	"diagnosis"
"s__GGB28403_SGB40190.t__SGB40190"	0.0156028652400681	0.55132207536592	0.751710565338512	"diagnosis"
"s__GGB9677_SGB15179.t__SGB15179"	0.015602865240067	0.55132207536595	0.751710565338512	"diagnosis"
"s__GGB3058_SGB4060.t__SGB4060"	-0.0170974780047918	0.729040340569826	0.842255284382727	"diagnosis"
"s__Bacteroides_bouchesdurhonensis.t__SGB3321"	0.0156028652400601	0.551322075366125	0.751710565338512	"diagnosis"
"s__GGB9545_SGB14951.t__SGB14951"	0.0156028652400635	0.551322075366037	0.751710565338512	"diagnosis"
"s__Paratractidigestivibacter_faecalis.t__SGB14370"	0.146663482881659	0.444877362446946	0.751710565338512	"diagnosis"
"s__GGB9708_SGB15235.t__SGB15235"	0.0156028652400592	0.551322075366148	0.751710565338512	"diagnosis"
"s__Butyricimonas_synergistica.t__SGB27742"	0.0156028652400598	0.551322075366133	0.751710565338512	"diagnosis"
"s__Haemophilus_SGB14211.t__SGB14211"	0.0156028652400603	0.551322075366118	0.751710565338512	"diagnosis"
"s__Haemophilus_sputorum.t__SGB9631"	0.0153824391685434	0.556018977091449	0.751710565338512	"diagnosis"
"s__Dysgonomonas_capnocytophagoides.t__SGB1769"	0.017035634704941	0.515761900041359	0.751710565338512	"diagnosis"
"s__GGB3424_SGB4551.t__SGB4551"	0.017035634704937	0.515761900041458	0.751710565338512	"diagnosis"
"s__Fusobacterium_gonidiaformans.t__SGB5985"	0.00851129169559851	0.737353096984765	0.842255284382727	"diagnosis"
"s__Clostridium_cadaveris.t__SGB6155"	0.0664117659046139	0.701511764747075	0.837312437922712	"diagnosis"
"s__Caproicibacterium_amylolyticum.t__SGB14283"	0.00845618517772137	0.738876951069645	0.842255284382727	"diagnosis"
"s__Prevotella_copri_clade_C.t__SGB1644"	0.126175086351766	0.491926489916439	0.751710565338512	"diagnosis"
"s__Prevotella_copri_clade_E.t__SGB1617"	0.10580880019429	0.480070845993773	0.751710565338512	"diagnosis"
"s__Prevotella_stercorea.t__SGB1679"	0.133320101452344	0.373183422802948	0.751710565338512	"diagnosis"
"s__GGB9737_SGB15309.t__SGB15309_group"	-0.1525741750764	0.420996567386316	0.751710565338512	"diagnosis"
"s__GGB9095_SGB14026.t__SGB14026"	0.0156028652400687	0.551322075365906	0.751710565338512	"diagnosis"
"s__GGB9261_SGB14209.t__SGB14209"	-0.0633154459271587	0.68532512818198	0.828713255566944	"diagnosis"
"s__GGB34228_SGB72916.t__SGB72916"	-0.0842629635963304	0.416336560979139	0.751710565338512	"diagnosis"
"s__Blastocystis_sp_subtype_1.t__EUK944036"	0.0156028652400644	0.551322075366015	0.751710565338512	"diagnosis"
"s__GGB9618_SGB15065.t__SGB15065"	0.0156028652400675	0.551322075365935	0.751710565338512	"diagnosis"
"s__Bifidobacterium_angulatum.t__SGB17231"	0.0156028652400598	0.551322075366133	0.751710565338512	"diagnosis"
"s__GGB9642_SGB15119.t__SGB15119"	0.0156028652400662	0.551322075365971	0.751710565338512	"diagnosis"
"s__Prevotella_copri_clade_G.t__SGB1653"	0.0156028652400696	0.551322075365884	0.751710565338512	"diagnosis"
"s__GGB34228_SGB53814.t__SGB53814"	0.0156028652400713	0.551322075365841	0.751710565338512	"diagnosis"
"s__Candidatus_Neoruminococcus_faecicola.t__SGB63342"	0.0156028652400673	0.551322075365942	0.751710565338512	"diagnosis"
"s__Formosa_SGB1638.t__SGB1638"	0.046087044201421	0.372033854664559	0.751710565338512	"diagnosis"
"s__GGB1460_SGB2023.t__SGB2023"	0.0153824391685451	0.556018977091404	0.751710565338512	"diagnosis"
"s__Limosilactobacillus_vaginalis.t__SGB7098"	0.0156028652400678	0.551322075365928	0.751710565338512	"diagnosis"
"s__Romboutsia_hominis.t__SGB24890"	0.0156028652400655	0.551322075365986	0.751710565338512	"diagnosis"
"s__Gemmiger_formicilis.t__SGB63307"	0.107035130605106	0.667206833974082	0.816067787892008	"diagnosis"
"s__GGB3033_SGB4028.t__SGB4028"	0.015602865240069	0.551322075365898	0.751710565338512	"diagnosis"
"s__Ligilactobacillus_ruminis.t__SGB7061"	-1.43666060451577e-15	0.572416578798927	0.761322899147172	"diagnosis"
"s__Schaalia_turicensis.t__SGB17195"	-2.87332120903154e-15	0.598867371184281	0.776298174941139	"diagnosis"
"s__Anaerococcus_obesiensis.t__SGB6661"	-3.73531757174105e-15	0.556318124222022	0.751710565338512	"diagnosis"
"s__Actinomyces_urogenitalis.t__SGB15868"	0.00823575910620249	0.744897818714652	0.842255284382727	"diagnosis"
"s__Actinomyces_graevenitzii.t__SGB17130_group"	0.00823575910619878	0.744897818714762	0.842255284382727	"diagnosis"
"s__Streptococcus_australis.t__SGB8057"	0.00823575910620077	0.744897818714702	0.842255284382727	"diagnosis"
"s__Veillonella_ratti.t__SGB6922"	0.138002395633446	0.502556621266213	0.751710565338512	"diagnosis"
"s__GGB6573_SGB9287.t__SGB9287"	0.0170356347049347	0.515761900041514	0.751710565338512	"diagnosis"
"s__Campylobacter_curvus.t__SGB19334"	0.015547758722184	0.552514821677062	0.751710565338512	"diagnosis"
"s__Clostridiaceae_bacterium.t__SGB76476"	0.0155477587221814	0.552514821677128	0.751710565338512	"diagnosis"
"s__Blautia_marasmi.t__SGB29381"	0.0155477587221852	0.552514821677033	0.751710565338512	"diagnosis"
"s__Rothia_mucilaginosa.t__SGB16986"	0.00867661124923711	0.732734672745757	0.842255284382727	"diagnosis"
"s__Porphyromonas_SGB1983.t__SGB1983"	0.0154926522043033	0.553695195307426	0.751710565338512	"diagnosis"
"s__GGB79996_SGB14375.t__SGB14375"	0.0178622324731341	0.490833107489729	0.751710565338512	"diagnosis"
"s__Clostridiaceae_bacterium.t__SGB6153"	0.0156028652400641	0.551322075366023	0.751710565338512	"diagnosis"
"s__GGB3340_SGB4419.t__SGB4419"	0.0168703151512995	0.520335184448214	0.751710565338512	"diagnosis"
"s__Collinsella_phocaeensis.t__SGB109036"	0.00867661124923709	0.732734672745757	0.842255284382727	"diagnosis"
"s__Bifidobacterium_pullorum.t__SGB17264"	-0.0208568803899521	0.62460299242771	0.792215675354733	"diagnosis"
"s__GGB9832_SGB15480.t__SGB15480"	0.0168703151512952	0.52033518444832	0.751710565338512	"diagnosis"
"s__GGB1123_SGB1437.t__SGB1437"	0.138376819510542	0.43517730920461	0.751710565338512	"diagnosis"
"s__Lactobacillus_crispatus.t__SGB7045"	0.0178622324731401	0.490833107489583	0.751710565338512	"diagnosis"
"s__GGB3497_SGB4672.t__SGB4672"	0.0160988239009811	0.540022525353033	0.751710565338512	"diagnosis"
"s__Fusobacterium_ulcerans.t__SGB6041"	0.0156579717579477	0.550116914086551	0.751710565338512	"diagnosis"
"s__Alistipes_sp_D31t1_170403_E11.t__SGB2293"	0.0156579717579428	0.550116914086675	0.751710565338512	"diagnosis"
"s__GGB80000_SGB58382.t__SGB58382"	0.0151620130970221	0.560519559067599	0.751710565338512	"diagnosis"
"s__Porphyromonas_SGB1980.t__SGB1980"	0.0153824391685458	0.556018977091386	0.751710565338512	"diagnosis"
"s__GGB3095_SGB4103.t__SGB4103"	0.0153273326506647	0.557162453183211	0.751710565338512	"diagnosis"
"s__Lactobacillus_johnsonii.t__SGB7041"	0.017862232473143	0.490833107489514	0.751710565338512	"diagnosis"
"s__GGB79634_SGB5832.t__SGB5832"	0.178458522442068	0.402607565249696	0.751710565338512	"diagnosis"
"s__Holdemanella_biformis.t__SGB6806"	0.017862232473141	0.490833107489562	0.751710565338512	"diagnosis"
"s__GGB1627_SGB2227.t__SGB2227"	-0.128070579842843	0.685691739925395	0.828713255566944	"diagnosis"
"s__GGB4642_SGB6422.t__SGB6422"	-0.0486309923563801	0.305317350712996	0.751710565338512	"diagnosis"
"s__GGB4723_SGB6540.t__SGB6540"	0.0167049955976606	0.524779725473986	0.751710565338512	"diagnosis"
"s__Duodenibacillus_massiliensis.t__SGB9273"	0.089432882036784	0.405791503944002	0.751710565338512	"diagnosis"
"s__Bacteroides_sp_AF39_11AC.t__SGB1847"	0.034823546211774	0.480626586499568	0.751710565338512	"diagnosis"
"s__GGB79908_SGB47660.t__SGB47660"	0.00845618517771665	0.738876951069785	0.842255284382727	"diagnosis"
"s__GGB3236_SGB4274.t__SGB4274"	0.0168703151513038	0.520335184448107	0.751710565338512	"diagnosis"
"s__Lacrimispora_celerecrescens.t__SGB4734"	0.00845618517772121	0.73887695106965	0.842255284382727	"diagnosis"
"s__Lacrimispora_celerecrescens.t__SGB4732"	0.00845618517772211	0.738876951069623	0.842255284382727	"diagnosis"
"s__Blautia_liquoris.t__SGB79691"	0.00845618517771665	0.738876951069785	0.842255284382727	"diagnosis"
"s__Anaerofustis_stercorihominis.t__SGB4116"	0.00845618517771808	0.738876951069743	0.842255284382727	"diagnosis"
"s__Cellulosilyticum_lentocellum.t__SGB6079"	0.00845618517772496	0.738876951069539	0.842255284382727	"diagnosis"
"s__GGB3733_SGB5066.t__SGB5066"	0.139985021324059	0.467944764161806	0.751710565338512	"diagnosis"
"s__Dakarella_massiliensis.t__SGB9271"	0.0157130782758226	0.548899292251229	0.751710565338512	"diagnosis"
"s__Limosilactobacillus_mucosae.t__SGB7088_group"	-1.72399272541893e-15	0.561296312190939	0.751710565338512	"diagnosis"
"s__Ellagibacter_isourolithinifaciens.t__SGB14816_group"	0.0178622324731413	0.490833107489555	0.751710565338512	"diagnosis"
